     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/24/2016-12/30/2016,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
R337,FRANK AVENUE-BEACH 44TH ST    ,00001496,00000072,00000030,00000011,00000000,00000941,00000378,00000000,00000000,00000000,00000000,00000004,00000038,00000000,00000060,00000009,00000005,00000000,00000039,00000000,00000000,00000000,00000191,00000000,                                                                                                                      
R338,EDGEMERE-BEACH 36TH STREET    ,00002113,00000138,00000010,00000016,00000000,00001200,00000516,00000000,00000000,00000000,00000000,00000007,00000061,00000000,00000079,00000003,00000001,00000000,00000030,00000000,00000000,00000000,00000265,00000000,                                                                                                                      
R339,36TH STREET-NORTHERN BLVD     ,00007516,00000460,00000058,00000197,00000003,00005292,00004352,00000000,00000000,00000000,00000000,00000039,00000152,00000017,00000412,00000081,00000099,00000000,00000102,00000000,00000000,00000000,00000343,00000000,                                                                                                                      
R340,65TH STREET-BROADWAY          ,00006845,00000463,00000042,00000120,00000006,00003987,00006240,00000000,00000000,00000000,00000000,00000054,00000111,00000006,00000293,00000046,00000088,00000000,00000078,00000000,00000000,00000000,00000582,00000000,                                                                                                                      
R341,75TH AVENUE-QUEENS BLVD       ,00006496,00000928,00000037,00000211,00000003,00002134,00004874,00000000,00000000,00000000,00000000,00000106,00000201,00000007,00000474,00000177,00000142,00000000,00000103,00000000,00000000,00000000,00000266,00000000,                                                                                                                      
R342,VAN WYCK BLVD-METROPOLITAN    ,00010722,00000537,00000047,00000143,00000006,00005358,00004276,00000000,00000000,00000000,00000000,00000043,00000250,00000002,00000292,00000058,00000073,00000000,00000120,00000000,00000000,00000000,00000604,00000000,                                                                                                                      
R343,FRANKLIN STREET-WEST BWAY     ,00009632,00000669,00000038,00000105,00000043,00004206,00003852,00000000,00000000,00000000,00000000,00000102,00000127,00000043,00000411,00000175,00000109,00000000,00000177,00000000,00000000,00000000,00000127,00000000,                                                                                                                      
R344,145TH STREET-LENOX AVENUE     ,00005440,00000553,00000094,00000224,00000003,00004843,00003233,00000000,00000000,00000000,00000000,00000019,00000222,00000003,00000441,00000014,00000038,00000000,00000027,00000000,00000000,00000000,00000607,00000000,                                                                                                                      
R345,148TH STREET-LENOX AVENUE     ,00005538,00000542,00000072,00000223,00000006,00005172,00003817,00000000,00000000,00000000,00000000,00000016,00000167,00000003,00000500,00000043,00000062,00000000,00000051,00000000,00000000,00000000,00000525,00000000,                                                                                                                      
R346,COURT SQ                      ,00006429,00000332,00000059,00000114,00000025,00004789,00004719,00000000,00000000,00000000,00000000,00000050,00000091,00000033,00000374,00000136,00000110,00000000,00000090,00000000,00000000,00000000,00000140,00000000,                                                                                                                      
R347,69TH STREET-ROOSEVELT AVE     ,00009375,00000623,00000082,00000244,00000003,00007579,00006968,00000000,00000000,00000000,00000000,00000015,00000249,00000011,00000338,00000046,00000067,00000000,00000072,00000000,00000000,00000000,00000654,00000000,                                                                                                                      
R348,ATLANTIC AV-VAN SINDEREN AV   ,00002996,00000086,00000022,00000042,00000009,00002233,00001064,00000000,00000000,00000000,00000000,00000005,00000091,00000014,00000119,00000008,00000010,00000000,00000060,00000000,00000000,00000000,00000415,00000000,                                                                                                                      
R349,SUTTER AVE-VAN SINDEREN AVE   ,00008291,00000358,00000066,00000109,00000001,00007124,00002700,00000000,00000000,00000000,00000000,00000032,00000402,00000000,00000250,00000000,00000013,00000000,00000041,00000000,00000000,00000000,00001643,00000000,                                                                                                                      
R350,LIVONIA AVE-VAN SINDEREN AV   ,00006045,00000332,00000109,00000072,00000004,00005257,00002197,00000000,00000000,00000000,00000000,00000023,00000266,00000000,00000312,00000002,00000017,00000000,00000031,00000000,00000000,00000000,00000944,00000000,                                                                                                                      
R352,HEWES STREET-BROADWAY         ,00004668,00000314,00000033,00000030,00000003,00003599,00001926,00000000,00000000,00000000,00000000,00000047,00000169,00000003,00000182,00000045,00000041,00000000,00000076,00000000,00000000,00000000,00000236,00000000,                                                                                                                      
R353,LORIMER STREET-BROADWAY       ,00006909,00000839,00000057,00000709,00000000,00004887,00007546,00000000,00000000,00000000,00000000,00000051,00000154,00000001,00000411,00000061,00000060,00000000,00000116,00000000,00000000,00000000,00000622,00000000,                                                                                                                      
R354,104TH STREET-LIBERTY AVENUE   ,00004047,00000197,00000023,00000054,00000000,00001635,00001438,00000000,00000000,00000000,00000000,00000055,00000081,00000000,00000126,00000015,00000018,00000000,00000015,00000000,00000000,00000000,00000202,00000000,                                                                                                                      
R355,109TH STREET-LIBERTY AVENUE   ,00004834,00000262,00000013,00000072,00000002,00001894,00001990,00000000,00000000,00000000,00000000,00000087,00000068,00000000,00000132,00000035,00000034,00000000,00000035,00000000,00000000,00000000,00000177,00000000,                                                                                                                      
R356,LEFFERTS BLVD-LIBERTY AVE     ,00013214,00000569,00000150,00000171,00000002,00007460,00005321,00000000,00000000,00000000,00000000,00000157,00000278,00000004,00000471,00000060,00000093,00000000,00000070,00000000,00000000,00000000,00000526,00000000,                                                                                                                      
R357,NORTH CONDUIT AVE-COHANCEY    ,00002713,00000160,00000021,00000023,00000000,00000706,00000550,00000000,00000000,00000000,00000000,00000040,00000081,00000000,00000072,00000026,00000000,00000000,00000039,00000000,00000000,00000000,00000085,00000000,                                                                                                                      
R358,BEACH 25TH STREET-WAVECREST   ,00004172,00000175,00000036,00000038,00000000,00001805,00001143,00000000,00000000,00000000,00000000,00000031,00000134,00000003,00000151,00000024,00000022,00000000,00000064,00000000,00000000,00000000,00000434,00000000,                                                                                                                      
R359,COURT SQ-23 ST                ,00022118,00001158,00000118,00000358,00000058,00011462,00016014,00000000,00000000,00000000,00000000,00000275,00000163,00000075,00001724,00000559,00000387,00000000,00000510,00000000,00000000,00000000,00000395,00000000,                                                                                                                      
R360,21ST STREET-JACKSON AVENUE    ,00002675,00000090,00000020,00000033,00000000,00002160,00001941,00000000,00000000,00000000,00000000,00000010,00000027,00000009,00000194,00000026,00000043,00000000,00000042,00000000,00000000,00000000,00000034,00000000,                                                                                                                      
R361,PELHAM PKWY-WHITE PLAINS RD   ,00015132,00001031,00000246,00000353,00000011,00013129,00008147,00000000,00000000,00000000,00000000,00000072,00000450,00000000,00001102,00000074,00000094,00000000,00000096,00000000,00000000,00000000,00001304,00000000,                                                                                                                      
R362,ALLERTON AV-WHITE PLAINS RD   ,00010393,00000657,00000168,00000199,00000005,00008765,00003811,00000000,00000000,00000000,00000000,00000044,00000461,00000001,00000457,00000048,00000031,00000000,00000053,00000000,00000000,00000000,00000884,00000000,                                                                                                                      
R363,BURKE AVE-WHITE PLAINS ROAD   ,00007146,00000380,00000067,00000183,00000006,00005558,00002299,00000000,00000000,00000000,00000000,00000041,00000272,00000000,00000288,00000014,00000018,00000000,00000019,00000000,00000000,00000000,00000699,00000000,                                                                                                                      
R364,GUNHILL RD-WHITE PLAINS RD    ,00010389,00000706,00000210,00000280,00000007,00011319,00004735,00000000,00000000,00000000,00000000,00000044,00000514,00000001,00000690,00000036,00000039,00000000,00000059,00000000,00000000,00000000,00001251,00000000,                                                                                                                      
R365,219TH ST-WHITE PLAINS ROAD    ,00007003,00000369,00000045,00000128,00000002,00005117,00002295,00000000,00000000,00000000,00000000,00000013,00000249,00000000,00000243,00000010,00000025,00000000,00000047,00000000,00000000,00000000,00000823,00000000,                                                                                                                      
R366,225TH ST-WHITE PLAINS ROAD    ,00008924,00000364,00000078,00000138,00000010,00006926,00002553,00000000,00000000,00000000,00000000,00000042,00000239,00000000,00000318,00000018,00000025,00000000,00000023,00000000,00000000,00000000,00001051,00000000,                                                                                                                      
R367,233RD ST-WHITE PLAINS ROAD    ,00009562,00000628,00000180,00000212,00000003,00007322,00003322,00000000,00000000,00000000,00000000,00000045,00000396,00000006,00000481,00000025,00000047,00000000,00000030,00000000,00000000,00000000,00000868,00000000,                                                                                                                      
R368,9TH AVENUE-39TH STREET        ,00011441,00000570,00000046,00000379,00000006,00005623,00009159,00000000,00000000,00000000,00000000,00000097,00000177,00000000,00000394,00000075,00000098,00000000,00000066,00000000,00000000,00000000,00000863,00000000,                                                                                                                      
R369,FORT HAMILTON PKWY-45TH ST    ,00009127,00000733,00000025,00000300,00000007,00004110,00004992,00000000,00000000,00000000,00000000,00000065,00000187,00000012,00000325,00000083,00000057,00000000,00000033,00000000,00000000,00000000,00001076,00000000,                                                                                                                      
R370,71ST STREET-NEW UTRECHT AVE   ,00012402,00000914,00000048,00000477,00000000,00004687,00012718,00000000,00000000,00000000,00000000,00000121,00000248,00000006,00000534,00000103,00000064,00000000,00000094,00000000,00000000,00000000,00000961,00000000,                                                                                                                      
R371,79TH STREET-17TH AVENUE       ,00012805,00000939,00000033,00000446,00000001,00005537,00012417,00000000,00000000,00000000,00000000,00000139,00000166,00000004,00000470,00000133,00000066,00000000,00000149,00000000,00000000,00000000,00000851,00000000,                                                                                                                      
R372,18TH AVENUE-86TH STREET       ,00012079,00001031,00000054,00000715,00000003,00005018,00010908,00000000,00000000,00000000,00000000,00000129,00000216,00000001,00000401,00000096,00000080,00000000,00000084,00000000,00000000,00000000,00000699,00000000,                                                                                                                      
R373,20TH AVENUE-86TH STREET       ,00010582,00000892,00000025,00000331,00000001,00004129,00008680,00000000,00000000,00000000,00000000,00000087,00000156,00000001,00000393,00000064,00000080,00000000,00000032,00000000,00000000,00000000,00000893,00000000,                                                                                                                      
R374,BAY PARKWAY-86TH STREET       ,00012547,00001446,00000076,00001039,00000004,00006115,00014682,00000000,00000000,00000000,00000000,00000172,00000296,00000000,00000581,00000103,00000100,00000000,00000069,00000000,00000000,00000000,00001254,00000000,                                                                                                                      
R375,NEW LOTS AV-VAN SINDEREN AV   ,00008329,00000357,00000132,00000114,00000003,00008384,00003647,00000000,00000000,00000000,00000000,00000027,00000244,00000001,00000541,00000015,00000027,00000000,00000045,00000000,00000000,00000000,00001031,00000000,                                                                                                                      
R376,EAST 105TH ST-FARRAGUT ROAD   ,00007762,00000365,00000068,00000086,00000001,00005264,00002626,00000000,00000000,00000000,00000000,00000048,00000250,00000001,00000382,00000019,00000020,00000000,00000025,00000000,00000000,00000000,00000671,00000000,                                                                                                                      
R377,FLUSHING AVE-BROADWAY         ,00016647,00001210,00000185,00000274,00000004,00012335,00006319,00000000,00000000,00000000,00000000,00000064,00000613,00000004,00001477,00000061,00000076,00000000,00000254,00000000,00000000,00000000,00001284,00000000,                                                                                                                      
R378,MYRTLE AVENUE-BROADWAY        ,00018515,00000774,00000114,00000325,00000010,00016314,00012088,00000000,00000000,00000000,00000000,00000078,00000550,00000009,00000968,00000088,00000168,00000000,00000310,00000000,00000000,00000000,00000989,00000000,                                                                                                                      
R379,KOSCIUSZKO STREET-BROADWAY    ,00008167,00000323,00000053,00000099,00000005,00007670,00004940,00000000,00000000,00000000,00000000,00000024,00000268,00000002,00000392,00000039,00000073,00000000,00000184,00000000,00000000,00000000,00000467,00000000,                                                                                                                      
R380,GATES AVENUE-BROADWAY         ,00011114,00000474,00000075,00000277,00000008,00009383,00006039,00000000,00000000,00000000,00000000,00000061,00000371,00000005,00000553,00000038,00000093,00000000,00000182,00000000,00000000,00000000,00000696,00000000,                                                                                                                      
R381,HALSEY STREET-BROADWAY        ,00009814,00000491,00000079,00000157,00000008,00010034,00006346,00000000,00000000,00000000,00000000,00000036,00000322,00000001,00000601,00000056,00000139,00000000,00000193,00000000,00000000,00000000,00000666,00000000,                                                                                                                      
R382,GRANT AVENUE-PITKIN AVENUE    ,00013435,00000702,00000089,00000104,00000002,00007494,00005686,00000000,00000000,00000000,00000000,00000102,00000439,00000002,00000615,00000052,00000061,00000000,00000092,00000000,00000000,00000000,00001079,00000000,                                                                                                                      
R383,HUDSON STREET-78TH STREET     ,00009109,00000338,00000043,00000095,00000000,00004034,00004955,00000000,00000000,00000000,00000000,00000120,00000105,00000000,00000401,00000059,00000064,00000000,00000063,00000000,00000000,00000000,00000650,00000000,                                                                                                                      
R384,BOYD STREET-88TH STREET       ,00006394,00000297,00000024,00000069,00000000,00002450,00002612,00000000,00000000,00000000,00000000,00000091,00000072,00000000,00000271,00000069,00000044,00000000,00000027,00000000,00000000,00000000,00000330,00000000,                                                                                                                      
R385,ROCKAWAY BLVD-LIBERTY AVE     ,00011762,00000478,00000127,00000199,00000003,00008550,00006632,00000000,00000000,00000000,00000000,00000121,00000205,00000001,00000515,00000102,00000058,00000000,00000174,00000000,00000000,00000000,00000713,00000000,                                                                                                                      
R386,174TH STREET-SOUTHERN BLVD    ,00012129,00000634,00000107,00000281,00000006,00012582,00004923,00000000,00000000,00000000,00000000,00000058,00000384,00000000,00000586,00000038,00000091,00000000,00000041,00000000,00000000,00000000,00001329,00000000,                                                                                                                      
R387,EAST TREMONT AVENUE-178 ST    ,00010990,00000495,00000182,00000299,00000002,00012824,00004721,00000000,00000000,00000000,00000000,00000033,00000412,00000000,00000580,00000024,00000037,00000000,00000092,00000000,00000000,00000000,00001235,00000000,                                                                                                                      
R388,EAST 180TH ST-MORRIS PARK     ,00011803,00000425,00000109,00000179,00000002,00011086,00005391,00000000,00000000,00000000,00000000,00000066,00000348,00000000,00000556,00000073,00000059,00000000,00000065,00000000,00000000,00000000,00000939,00000000,                                                                                                                      
R389,BRONX PARK EAST               ,00004570,00000205,00000027,00000082,00000000,00003396,00002011,00000000,00000000,00000000,00000000,00000019,00000128,00000001,00000264,00000023,00000026,00000000,00000024,00000000,00000000,00000000,00000489,00000000,                                                                                                                      
R390,8TH AVENUE-62ND STREET        ,00032337,00003497,00000099,00002118,00000007,00006120,00031992,00000000,00000000,00000000,00000000,00000202,00000548,00000010,00000861,00000203,00000165,00000000,00000158,00000000,00000000,00000000,00003441,00000000,                                                                                                                      
R391,FORT HAMILTON PARKWAY-62ND    ,00002237,00000247,00000013,00000142,00000000,00000808,00002464,00000000,00000000,00000000,00000000,00000011,00000051,00000000,00000056,00000012,00000016,00000000,00000020,00000000,00000000,00000000,00000314,00000000,                                                                                                                      
R392,18TH AVENUE-62ND STREET       ,00003610,00000482,00000026,00000272,00000002,00001487,00003967,00000000,00000000,00000000,00000000,00000044,00000101,00000001,00000101,00000004,00000013,00000000,00000017,00000000,00000000,00000000,00000325,00000000,                                                                                                                      
R393,20TH AVENUE-62ND STREET       ,00001460,00000137,00000007,00000112,00000000,00000515,00001966,00000000,00000000,00000000,00000000,00000025,00000030,00000000,00000046,00000005,00000011,00000000,00000003,00000000,00000000,00000000,00000142,00000000,                                                                                                                      
R394,BAY PARKWAY-66TH STREET       ,00019170,00002020,00000106,00001043,00000001,00006714,00024433,00000000,00000000,00000000,00000000,00000245,00000363,00000001,00000849,00000213,00000197,00000000,00000113,00000000,00000000,00000000,00001733,00000000,                                                                                                                      
R395,KINGS HIGHWAY-WEST 7TH ST     ,00002046,00000383,00000051,00000170,00000000,00000784,00002177,00000000,00000000,00000000,00000000,00000026,00000058,00000001,00000038,00000004,00000012,00000000,00000025,00000000,00000000,00000000,00000183,00000000,                                                                                                                      
R396,AVENUE U-WEST 7TH STREET      ,00001956,00000290,00000015,00000181,00000000,00000745,00002611,00000000,00000000,00000000,00000000,00000019,00000052,00000000,00000052,00000007,00000022,00000000,00000008,00000000,00000000,00000000,00000240,00000000,                                                                                                                      
R397,86TH STREET-AVENUE V          ,00002056,00000380,00000017,00000190,00000000,00001004,00001627,00000000,00000000,00000000,00000000,00000014,00000137,00000000,00000057,00000007,00000007,00000000,00000005,00000000,00000000,00000000,00000268,00000000,                                                                                                                      
R398,NEW UTRECHT AVENUE-62ND ST    ,00009762,00000759,00000047,00000429,00000002,00004268,00008575,00000000,00000000,00000000,00000000,00000081,00000179,00000009,00000230,00000079,00000053,00000000,00000043,00000000,00000000,00000000,00000805,00000000,                                                                                                                      
R399,25TH AVENUE-86TH STREET       ,00009592,00001055,00000045,00000658,00000004,00003513,00012169,00000000,00000000,00000000,00000000,00000137,00000235,00000000,00000504,00000085,00000056,00000000,00000037,00000000,00000000,00000000,00001149,00000000,                                                                                                                      
R400,BAY 50TH STREET-STILLWELL     ,00005233,00000571,00000049,00000268,00000000,00002403,00004726,00000000,00000000,00000000,00000000,00000052,00000113,00000000,00000210,00000043,00000033,00000000,00000031,00000000,00000000,00000000,00000562,00000000,                                                                                                                      
R401,CENTRAL AVE-MYRTLE AVE        ,00006021,00000216,00000024,00000043,00000000,00004163,00003510,00000000,00000000,00000000,00000000,00000021,00000082,00000000,00000337,00000038,00000074,00000000,00000091,00000000,00000000,00000000,00000363,00000000,                                                                                                                      
R402,SENECA AVENUE-PALMETTO ST     ,00005341,00000223,00000022,00000119,00000000,00003173,00003093,00000000,00000000,00000000,00000000,00000023,00000123,00000002,00000201,00000023,00000047,00000000,00000076,00000000,00000000,00000000,00000323,00000000,                                                                                                                      
R403,FOREST AVENUE-PUTNAM AVENUE   ,00007772,00000400,00000038,00000132,00000003,00003643,00004821,00000000,00000000,00000000,00000000,00000084,00000118,00000003,00000372,00000048,00000065,00000000,00000039,00000000,00000000,00000000,00000438,00000000,                                                                                                                      
R404,FRESH POND ROAD-68TH AVENUE   ,00011287,00000549,00000050,00000135,00000003,00005196,00006771,00000000,00000000,00000000,00000000,00000110,00000230,00000005,00000595,00000074,00000071,00000000,00000064,00000000,00000000,00000000,00000568,00000000,                                                                                                                      
R405,JACKSON AVENUE-WESTCHESTER    ,00010711,00000503,00000097,00000118,00000001,00009742,00003873,00000000,00000000,00000000,00000000,00000020,00000310,00000006,00000631,00000039,00000078,00000000,00000058,00000000,00000000,00000000,00001440,00000000,                                                                                                                      
R406,PROSPECT AVENUE-WESTCHESTER   ,00013195,00000714,00000157,00000238,00000002,00013483,00005331,00000000,00000000,00000000,00000000,00000026,00000549,00000001,00000629,00000022,00000059,00000000,00000058,00000000,00000000,00000000,00001556,00000000,                                                                                                                      
R407,INTERVALE 163RD STREET        ,00005435,00000254,00000058,00000076,00000000,00005550,00002159,00000000,00000000,00000000,00000000,00000014,00000163,00000001,00000234,00000016,00000014,00000000,00000009,00000000,00000000,00000000,00000620,00000000,                                                                                                                      
R408,SIMPSON ST-WESTCHESTER AVE    ,00014262,00000733,00000171,00000318,00000001,00016759,00006433,00000000,00000000,00000000,00000000,00000051,00000509,00000003,00000693,00000022,00000024,00000000,00000056,00000000,00000000,00000000,00001624,00000000,                                                                                                                      
R409,FREEMAN ST-SOUTHERN BLVD      ,00009227,00000368,00000075,00000141,00000000,00008409,00003467,00000000,00000000,00000000,00000000,00000015,00000336,00000002,00000345,00000015,00000054,00000000,00000034,00000000,00000000,00000000,00001083,00000000,                                                                                                                      
R411,PARK PLACE-FRANKLIN AVENUE    ,00002679,00000219,00000043,00000073,00000000,00001888,00001700,00000000,00000000,00000000,00000000,00000016,00000113,00000002,00000203,00000041,00000040,00000000,00000031,00000000,00000000,00000000,00000290,00000000,                                                                                                                      
R412,BOTANIC GARDEN-FRANKLIN AVE   ,00001565,00000138,00000025,00000051,00000001,00001232,00000967,00000000,00000000,00000000,00000000,00000011,00000094,00000000,00000137,00000013,00000018,00000000,00000022,00000000,00000000,00000000,00000142,00000000,                                                                                                                      
R413,KNICKERBOCKER AVE-MYRTLE AV   ,00007577,00000356,00000024,00000074,00000000,00004975,00003501,00000000,00000000,00000000,00000000,00000020,00000223,00000003,00000256,00000017,00000063,00000000,00000083,00000000,00000000,00000000,00000634,00000000,                                                                                                                      
R414,HOWARD BEACH-159TH AVE        ,00004888,00000253,00000020,00000038,00000001,00004277,00002595,00000000,00000000,00000000,00000000,00000069,00000081,00000000,00000226,00000078,00000047,00000000,00002158,00000000,00000000,00000000,00000125,00000000,                                                                                                                      
R415,BROAD CHANNEL-NOEL ROAD       ,00000721,00000027,00000008,00000005,00000000,00000118,00000118,00000000,00000000,00000000,00000000,00000027,00000010,00000000,00000028,00000016,00000003,00000000,00000007,00000000,00000000,00000000,00000025,00000000,                                                                                                                      
R416,HOLLAND-BEACH 90TH STREET     ,00001888,00000122,00000007,00000025,00000000,00000780,00000498,00000000,00000000,00000000,00000000,00000010,00000046,00000000,00000049,00000004,00000007,00000000,00000031,00000000,00000000,00000000,00000118,00000000,                                                                                                                      
R417,PLAYLAND-BEACH 98TH STREET    ,00000858,00000034,00000002,00000006,00000000,00000390,00000275,00000000,00000000,00000000,00000000,00000004,00000014,00000000,00000061,00000003,00000000,00000000,00000023,00000000,00000000,00000000,00000066,00000000,                                                                                                                      
R418,SEASIDE BEACH-105TH STREET    ,00000404,00000018,00000001,00000002,00000000,00000124,00000153,00000000,00000000,00000000,00000000,00000006,00000010,00000000,00000023,00000005,00000000,00000000,00000007,00000000,00000000,00000000,00000025,00000000,                                                                                                                      
R419,ROCKAWAY PARK-BEACH 116TH     ,00001183,00000162,00000029,00000047,00000000,00000618,00000379,00000000,00000000,00000000,00000000,00000018,00000142,00000000,00000042,00000012,00000001,00000000,00000022,00000000,00000000,00000000,00000028,00000000,                                                                                                                      
R420,DITMAS AVE-MCDONALD AVE       ,00007671,00000653,00000054,00000128,00000001,00003655,00004060,00000000,00000000,00000000,00000000,00000085,00000171,00000008,00000242,00000116,00000083,00000000,00000048,00000000,00000000,00000000,00000702,00000000,                                                                                                                      
R421,AVENUE I-MCDONALD AVENUE      ,00003017,00000357,00000019,00000157,00000000,00001300,00001502,00000000,00000000,00000000,00000000,00000068,00000069,00000000,00000066,00000086,00000016,00000000,00000012,00000000,00000000,00000000,00000236,00000000,                                                                                                                      
R422,MCDONALD AVE-22ND AVE         ,00000715,00000062,00000014,00000093,00000000,00001001,00001459,00000000,00000000,00000000,00000000,00000002,00000011,00000000,00000045,00000006,00000006,00000000,00000004,00000000,00000000,00000000,00000059,00000000,                                                                                                                      
R423,AVENUE N-MCDONALD AVENUE      ,00005315,00000406,00000020,00000092,00000005,00002243,00003278,00000000,00000000,00000000,00000000,00000078,00000092,00000000,00000164,00000067,00000045,00000000,00000026,00000000,00000000,00000000,00000470,00000000,                                                                                                                      
R424,AVENUE P-MCDONALD AVENUE      ,00005087,00000401,00000008,00000087,00000000,00001800,00003047,00000000,00000000,00000000,00000000,00000093,00000103,00000001,00000196,00000103,00000054,00000000,00000027,00000000,00000000,00000000,00000297,00000000,                                                                                                                      
R425,AVENUE U-MCDONALD AVENUE      ,00004062,00000303,00000033,00000138,00000002,00001851,00003017,00000000,00000000,00000000,00000000,00000066,00000107,00000001,00000132,00000080,00000018,00000000,00000024,00000000,00000000,00000000,00000238,00000000,                                                                                                                      
R426,NEPTUNE AVE-MCDONALD AVENUE   ,00003199,00000603,00000017,00000122,00000001,00000879,00001691,00000000,00000000,00000000,00000000,00000030,00000118,00000000,00000135,00000047,00000023,00000000,00000014,00000000,00000000,00000000,00000195,00000000,                                                                                                                      
R427,MIDDLETOWN ROAD-WESTCHESTER   ,00004235,00000189,00000019,00000049,00000000,00001603,00001354,00000000,00000000,00000000,00000000,00000074,00000103,00000001,00000180,00000086,00000031,00000000,00000010,00000000,00000000,00000000,00000264,00000000,                                                                                                                      
R428,BUHRE AVE-WESTCHESTER AVE     ,00007086,00000358,00000050,00000110,00000000,00002968,00002799,00000000,00000000,00000000,00000000,00000084,00000216,00000001,00000345,00000111,00000021,00000000,00000022,00000000,00000000,00000000,00000365,00000000,                                                                                                                      
R429,PELHAM BAY PARK-BRUCKNER BL   ,00006783,00000455,00000156,00000296,00000000,00007536,00005948,00000000,00000000,00000000,00000000,00000048,00000215,00000000,00000861,00000082,00000023,00000000,00000022,00000000,00000000,00000000,00000740,00000000,                                                                                                                      
R430,PELHAM PKWY-ESPLANADE         ,00005437,00000305,00000028,00000050,00000003,00002199,00002020,00000000,00000000,00000000,00000000,00000069,00000128,00000000,00000422,00000062,00000024,00000000,00000023,00000000,00000000,00000000,00000369,00000000,                                                                                                                      
R431,DYRE AVENUE-LIGHT STREET      ,00007645,00000293,00000039,00000101,00000002,00004367,00002404,00000000,00000000,00000000,00000000,00000055,00000173,00000004,00000365,00000044,00000043,00000000,00000027,00000000,00000000,00000000,00000464,00000000,                                                                                                                      
R432,CHAUNCEY STREET-ROCKAWAY AV   ,00005070,00000204,00000052,00000097,00000000,00005565,00002903,00000000,00000000,00000000,00000000,00000032,00000162,00000001,00000237,00000022,00000042,00000000,00000050,00000000,00000000,00000000,00000459,00000000,                                                                                                                      
R433,ALABAMA AVENUE-FULTON ST      ,00003043,00000166,00000040,00000081,00000000,00004615,00001632,00000000,00000000,00000000,00000000,00000006,00000072,00000000,00000204,00000007,00000006,00000000,00000029,00000000,00000000,00000000,00000227,00000000,                                                                                                                      
R434,VAN SICLEN AVENUE-FULTON ST   ,00006412,00000239,00000027,00000087,00000000,00004624,00002306,00000000,00000000,00000000,00000000,00000026,00000248,00000000,00000170,00000008,00000045,00000000,00000058,00000000,00000000,00000000,00000648,00000000,                                                                                                                      
R435,CLEVELAND STREET-FULTON ST    ,00006843,00000320,00000032,00000059,00000000,00005044,00001940,00000000,00000000,00000000,00000000,00000041,00000235,00000000,00000162,00000020,00000030,00000000,00000061,00000000,00000000,00000000,00000783,00000000,                                                                                                                      
R436,NORWOOD AVENUE-FULTON ST      ,00007659,00000407,00000059,00000097,00000000,00005218,00002398,00000000,00000000,00000000,00000000,00000021,00000261,00000000,00000230,00000012,00000014,00000000,00000048,00000000,00000000,00000000,00000788,00000000,                                                                                                                      
R437,CRESCENT STREET-FULTON ST     ,00009780,00000566,00000108,00000160,00000002,00007421,00004091,00000000,00000000,00000000,00000000,00000049,00000295,00000008,00000338,00000023,00000064,00000000,00000070,00000000,00000000,00000000,00001011,00000000,                                                                                                                      
R438,RALPH AVENUE-FULTON STREET    ,00010022,00000568,00000125,00000185,00000000,00009364,00004618,00000000,00000000,00000000,00000000,00000042,00000308,00000001,00000539,00000035,00000070,00000000,00000144,00000000,00000000,00000000,00000983,00000000,                                                                                                                      
R439,ROCKAWAY AVE-HOPKINSON AVE    ,00008876,00000471,00000115,00000200,00000000,00008105,00004495,00000000,00000000,00000000,00000000,00000022,00000282,00000001,00000488,00000025,00000069,00000000,00000104,00000000,00000000,00000000,00001176,00000000,                                                                                                                      
R440,LIBERTY AVE-PENNSYLVANIA AV   ,00004620,00000262,00000065,00000107,00000000,00003788,00001840,00000000,00000000,00000000,00000000,00000021,00000171,00000000,00000210,00000006,00000016,00000000,00000037,00000000,00000000,00000000,00000429,00000000,                                                                                                                      
R441,VAN SICLEN AVE-PITKIN AVE     ,00006224,00000341,00000110,00000097,00000001,00004825,00001930,00000000,00000000,00000000,00000000,00000036,00000189,00000000,00000216,00000030,00000020,00000000,00000043,00000000,00000000,00000000,00000793,00000000,                                                                                                                      
R442,SHEPHERD AVE-PITKIN AVE       ,00006424,00000294,00000061,00000087,00000000,00004762,00002136,00000000,00000000,00000000,00000000,00000039,00000217,00000000,00000241,00000019,00000030,00000000,00000037,00000000,00000000,00000000,00000721,00000000,                                                                                                                      
R443,170TH STREET-GRAND CONC.      ,00012798,00000610,00000147,00000175,00000001,00013055,00005451,00000000,00000000,00000000,00000000,00000026,00000337,00000004,00000706,00000032,00000043,00000000,00000087,00000000,00000000,00000000,00001226,00000000,                                                                                                                      
R444,238TH ST-WHITE PLAINS ROAD    ,00005765,00000360,00000049,00000127,00000001,00004497,00002331,00000000,00000000,00000000,00000000,00000025,00000211,00000000,00000306,00000016,00000015,00000000,00000012,00000000,00000000,00000000,00000576,00000000,                                                                                                                      
R445,138TH STREET-3RD AVE          ,00012342,00000691,00000130,00000186,00000000,00013022,00005602,00000000,00000000,00000000,00000000,00000040,00000477,00000014,00000783,00000056,00000047,00000000,00000077,00000000,00000000,00000000,00001376,00000000,                                                                                                                      
